OLMTA_V1_CONFIG {"seed": 17, "budget": 50000, "init": 96, "batch": 16, "pool": 60000, "ensemble": 3, "opt_gpu": 0, "eval_gpus": [0, 1], "eval_workers_per_gpu": 4, "initial_network": "immutable original OPTv1"}
/var/lib/cots-lamcts/jobs/olmta-v1-meta50k-run002b-20260915/src/validation/opt10_pretrain_completion_run.py:42: UserWarning: enable_nested_tensor is True, but self.use_nested_tensor is False because encoder_layer.norm_first was True
  self.enc=nn.TransformerEncoder(el,layers,norm=nn.LayerNorm(d));self.recon=nn.Linear(d,B.FIELDS)
Q round1101-s17 15 (39, 14, 4, 15) 74.01378287800917 gpu 1
ROUND 1101 n 17712 bestJ 10.843484299878748 best (0, 2, 20, 6) eligible 0 update 0 updates_total 76
Q round1102-s17 0 (16, 29, 12, 25) 22.222368322056933 gpu 0
Q round1102-s17 1 (16, 69, 4, 25) 21.690891883219194 gpu 1
Q round1102-s17 2 (16, 45, 60, 57) 22.66809327862728 gpu 0
Q round1102-s17 3 (16, 45, 20, 49) 21.29507316419386 gpu 1
Q round1102-s17 4 (0, 50, 36, 41) 21.93358808776241 gpu 0
Q round1102-s17 5 (16, 5, 12, 49) 22.41226835240919 gpu 1
Q round1102-s17 6 (0, 58, 60, 33) 22.841014154241215 gpu 0
Q round1102-s17 7 (0, 45, 20, 8) 23.426953534730572 gpu 1
Q round1102-s17 8 (16, 13, 20, 17) 22.987195240921398 gpu 0
Q round1102-s17 9 (16, 53, 44, 38) 22.4340829611757 gpu 1
Q round1102-s17 10 (16, 42, 44, 6) 22.827504812078008 gpu 0
Q round1102-s17 11 (0, 42, 36, 62) 22.735729088300694 gpu 1
Q round1102-s17 12 (16, 21, 4, 30) 23.657969834920745 gpu 0
Q round1102-s17 13 (0, 2, 44, 54) 22.79728778930536 gpu 1
Q round1102-s17 14 (65, 13, 16, 70) 60.60766666623778 gpu 0
Q round1102-s17 15 (47, 61, 45, 11) 81.42756719086933 gpu 1
TRIGGER_UPDATE 1102 17728 ['stagnation', 'eligible_collapse'] {"new_labels_since_update": 256, "evals_since_best": 1125, "recent_n": 128, "recent_spearman": 0.6948590001831166, "recent_high_uncertainty_fraction": 0.1015625, "sigma_ref_p90": 0.04238537624478339, "eligible_pool": 0, "eligible_floor": 120}
ROUND 1102 n 17728 bestJ 10.843484299878748 best (0, 2, 20, 6) eligible 0 update 1 updates_total 77
Q round1103-s17 0 (16, 21, 28, 8) 21.41654921083797 gpu 0
Q round1103-s17 1 (16, 18, 60, 17) 22.76822345558068 gpu 1
Q round1103-s17 2 (0, 10, 28, 54) 26.25124772221793 gpu 0
Q round1103-s17 3 (0, 66, 52, 17) 23.380534157965933 gpu 1
Q round1103-s17 4 (0, 18, 20, 14) 22.919231457094813 gpu 0
Q round1103-s17 5 (0, 26, 52, 62) 24.21368618695496 gpu 1
Q round1103-s17 6 (0, 66, 60, 38) 22.55098296109701 gpu 0
Q round1103-s17 7 (16, 2, 36, 1) 22.544013551141404 gpu 1
Q round1103-s17 8 (0, 42, 60, 41) 20.870374889331913 gpu 0
Q round1103-s17 9 (16, 2, 20, 46) 22.496821920965733 gpu 1
Q round1103-s17 10 (16, 2, 36, 49) 21.572592252620012 gpu 0
Q round1103-s17 11 (0, 2, 44, 14) 22.051343967564122 gpu 1
Q round1103-s17 12 (16, 66, 28, 70) 23.761954804039746 gpu 0
Q round1103-s17 13 (0, 10, 52, 70) 25.59294083215111 gpu 1
Q round1103-s17 14 (40, 58, 46, 24) 69.90300441430043 gpu 0
Q round1103-s17 15 (1, 4, 62, 40) 56.69667098070481 gpu 1
ROUND 1103 n 17744 bestJ 10.843484299878748 best (0, 2, 20, 6) eligible 0 update 0 updates_total 77
Q round1104-s17 0 (0, 66, 36, 56) 25.94500689990858 gpu 0
Q round1104-s17 1 (0, 10, 52, 62) 24.306308136188683 gpu 1
Q round1104-s17 2 (0, 34, 44, 41) 21.96027336294968 gpu 0
Q round1104-s17 3 (16, 45, 44, 16) 22.025372313863354 gpu cache
Q round1104-s17 4 (0, 18, 36, 65) 22.738965758419205 gpu 1
Q round1104-s17 5 (16, 21, 28, 17) 23.08743878920181 gpu 0
Q round1104-s17 6 (0, 50, 52, 30) 23.460918719614508 gpu 1
Q round1104-s17 7 (0, 42, 20, 6) 23.814862107964153 gpu 0
Q round1104-s17 8 (0, 45, 20, 17) 21.37820150882885 gpu 1
Q round1104-s17 9 (0, 42, 60, 62) 22.93661761643235 gpu 0
Q round1104-s17 10 (0, 2, 36, 64) 22.624017568931265 gpu 1
Q round1104-s17 11 (16, 50, 44, 6) 22.452103778025183 gpu 0
Q round1104-s17 12 (0, 58, 20, 70) 25.026742312535358 gpu 1
Q round1104-s17 13 (16, 2, 60, 1) 22.93165232106538 gpu 0
Q round1104-s17 14 (23, 3, 30, 53) 43.865467902355576 gpu 1
Q round1104-s17 15 (35, 48, 69, 70) 48.143980188232526 gpu 0
ROUND 1104 n 17760 bestJ 10.843484299878748 best (0, 2, 20, 6) eligible 0 update 0 updates_total 77
Q round1105-s17 0 (0, 18, 60, 39) 22.16316428200432 gpu 1
Q round1105-s17 1 (0, 5, 44, 39) 20.343353145835106 gpu cache
Q round1105-s17 2 (0, 66, 28, 63) 22.394695176045502 gpu 0
Q round1105-s17 3 (16, 21, 68, 63) 21.997191576166 gpu 1
Q round1105-s17 4 (16, 21, 68, 17) 22.62805371509906 gpu 0
Q round1105-s17 5 (16, 21, 20, 62) 21.360349694289695 gpu cache
Q round1105-s17 6 (0, 66, 36, 32) 23.48255778660368 gpu 1
Q round1105-s17 7 (0, 26, 60, 65) 23.480321358795884 gpu 0
Q round1105-s17 8 (0, 45, 20, 16) 22.588360059541607 gpu 1
Q round1105-s17 9 (16, 21, 36, 33) 23.758261144357302 gpu 0
Q round1105-s17 10 (16, 21, 4, 62) 21.056778863418746 gpu cache
Q round1105-s17 11 (0, 34, 12, 1) 21.679537741897658 gpu 1
Q round1105-s17 12 (0, 42, 36, 38) 23.08799333997211 gpu 0
Q round1105-s17 13 (0, 66, 60, 56) 19.936220779585575 gpu 1
Q round1105-s17 14 (42, 35, 70, 12) 469.3385730491823 gpu 0
Q round1105-s17 15 (45, 71, 63, 46) 73.84960818649684 gpu 1
ROUND 1105 n 17776 bestJ 10.843484299878748 best (0, 2, 20, 6) eligible 0 update 0 updates_total 77
Q round1106-s17 0 (16, 34, 36, 9) 22.615244746722475 gpu 0
Q round1106-s17 1 (0, 13, 12, 57) 19.75855124778573 gpu 1
Q round1106-s17 2 (0, 21, 60, 57) 19.644721360148036 gpu 0
Q round1106-s17 3 (0, 69, 44, 56) 20.57745486940386 gpu 1
Q round1106-s17 4 (16, 29, 20, 41) 21.724794816867906 gpu 0
Q round1106-s17 5 (0, 53, 4, 38) 20.634365381571833 gpu 1
Q round1106-s17 6 (0, 45, 28, 32) 21.944946469594687 gpu 0
Q round1106-s17 7 (0, 50, 36, 62) 22.473012453335986 gpu 1
Q round1106-s17 8 (0, 50, 60, 41) 22.385008041558013 gpu 0
Q round1106-s17 9 (16, 2, 4, 46) 22.24197685042758 gpu 1
Q round1106-s17 10 (16, 5, 4, 38) 22.862427734540823 gpu 0
Q round1106-s17 11 (0, 66, 52, 63) 22.738509317256707 gpu 1
Q round1106-s17 12 (0, 26, 52, 41) 25.85189141715205 gpu 0
Q round1106-s17 13 (0, 50, 28, 54) 23.705757759886644 gpu 1
Q round1106-s17 14 (2, 13, 31, 68) 369.31878688972625 gpu 0
Q round1106-s17 15 (39, 24, 4, 25) 87.87382952193822 gpu 1
ROUND 1106 n 17792 bestJ 10.843484299878748 best (0, 2, 20, 6) eligible 0 update 0 updates_total 77
Q round1107-s17 0 (0, 45, 20, 64) 20.58858651370619 gpu 0
Q round1107-s17 1 (0, 21, 36, 32) 23.746142252821194 gpu 1
Q round1107-s17 2 (16, 21, 28, 1) 24.452190517024928 gpu 0
Q round1107-s17 3 (16, 13, 12, 56) 21.642780426968066 gpu cache
Q round1107-s17 4 (16, 45, 68, 8) 21.97396831631393 gpu 1
Q round1107-s17 5 (0, 10, 52, 41) 25.66745269597077 gpu 0
Q round1107-s17 6 (16, 5, 52, 25) 22.304239215241065 gpu 1
Q round1107-s17 7 (0, 18, 44, 30) 22.906274959174304 gpu 0
Q round1107-s17 8 (16, 34, 68, 49) 22.199672168819472 gpu 1
Q round1107-s17 9 (0, 66, 36, 57) 23.965146286776324 gpu 0
Q round1107-s17 10 (0, 26, 4, 14) 22.7613397737171 gpu 1
Q round1107-s17 11 (16, 21, 12, 49) 23.44359962733844 gpu 0
Q round1107-s17 12 (0, 10, 68, 54) 25.647272154456964 gpu 1
Q round1107-s17 13 (0, 50, 4, 6) 24.347585620960903 gpu 0
Q round1107-s17 14 (39, 7, 16, 18) 231.44486820696412 gpu 1
Q round1107-s17 15 (17, 3, 23, 47) 73.58413850198434 gpu 0
ROUND 1107 n 17808 bestJ 10.843484299878748 best (0, 2, 20, 6) eligible 0 update 0 updates_total 77
Q round1108-s17 0 (0, 5, 60, 32) 21.91077307272242 gpu 1
Q round1108-s17 1 (0, 58, 60, 57) 20.569718154161816 gpu 0
Q round1108-s17 2 (0, 66, 12, 63) 21.094980483448 gpu 1
Q round1108-s17 3 (0, 5, 28, 39) 22.008422131914443 gpu cache
Q round1108-s17 4 (16, 45, 4, 48) 22.22627155688264 gpu 0
Q round1108-s17 5 (0, 5, 60, 25) 21.6891638164344 gpu 1
Q round1108-s17 6 (16, 21, 44, 48) 22.956767323947872 gpu cache
Q round1108-s17 7 (0, 18, 36, 25) 22.352996760740485 gpu 0
Q round1108-s17 8 (16, 5, 20, 38) 22.470482149201914 gpu 1
Q round1108-s17 9 (16, 45, 12, 65) 22.624951044521474 gpu 0
Q round1108-s17 10 (0, 26, 36, 25) 23.684155311614212 gpu 1
Q round1108-s17 11 (16, 2, 36, 17) 22.744516684831748 gpu 0
Q round1108-s17 12 (16, 42, 28, 54) 22.06491419071918 gpu 1
Q round1108-s17 13 (16, 58, 12, 63) 22.22198562028913 gpu 0
Q round1108-s17 14 (55, 3, 1, 66) 63.939410232272664 gpu 1
Q round1108-s17 15 (2, 68, 49, 4) 295.0293791109894 gpu 0
ROUND 1108 n 17824 bestJ 10.843484299878748 best (0, 2, 20, 6) eligible 0 update 0 updates_total 77
Q round1109-s17 0 (16, 21, 52, 8) 20.703841083513105 gpu 1
Q round1109-s17 1 (16, 21, 68, 8) 23.212819555375656 gpu 0
Q round1109-s17 2 (0, 58, 36, 57) 22.100292655756114 gpu 1
Q round1109-s17 3 (16, 21, 60, 57) 21.784133006337104 gpu 0
Q round1109-s17 4 (0, 53, 52, 57) 22.80456107218172 gpu cache
Q round1109-s17 5 (0, 29, 12, 57) 23.18290843790369 gpu 1
Q round1109-s17 6 (0, 69, 20, 56) 22.21842543562704 gpu cache
Q round1109-s17 7 (16, 5, 28, 24) 21.55838381091957 gpu 0
Q round1109-s17 8 (16, 10, 60, 39) 21.150296231975844 gpu 1
Q round1109-s17 9 (17, 53, 20, 0) 21.18543464565669 gpu 0
Q round1109-s17 10 (16, 66, 36, 56) 24.415754748085394 gpu 1
Q round1109-s17 11 (16, 5, 4, 48) 22.502513856173746 gpu 0
Q round1109-s17 12 (16, 5, 68, 24) 21.70343703969742 gpu 1
Q round1109-s17 13 (16, 2, 60, 49) 21.614474490518873 gpu 0
Q round1109-s17 14 (67, 32, 38, 26) 71.41274017899522 gpu 1
Q round1109-s17 15 (36, 26, 11, 3) 122.40551516408438 gpu 0
ROUND 1109 n 17840 bestJ 10.843484299878748 best (0, 2, 20, 6) eligible 0 update 0 updates_total 77
Q round1110-s17 0 (0, 53, 44, 65) 21.854230570080453 gpu 1
Q round1110-s17 1 (0, 21, 28, 8) 20.80145628958436 gpu 0
Q round1110-s17 2 (16, 5, 68, 8) 21.03601897500222 gpu 1
Q round1110-s17 3 (0, 53, 68, 32) 21.485592311652262 gpu 0
Q round1110-s17 4 (0, 69, 68, 32) 21.891834104971043 gpu 1
Q round1110-s17 5 (16, 21, 12, 16) 23.19454373862819 gpu 0
Q round1110-s17 6 (16, 69, 68, 65) 23.99234860092462 gpu 1
Q round1110-s17 7 (0, 18, 60, 65) 22.570032770670753 gpu 0
Q round1110-s17 8 (16, 34, 44, 25) 22.29234635024723 gpu 1
Q round1110-s17 9 (16, 45, 12, 25) 22.49147714051939 gpu 0
Q round1110-s17 10 (0, 50, 68, 54) 23.948560132233013 gpu 1
Q round1110-s17 11 (16, 5, 52, 64) 21.70808063293276 gpu 0
Q round1110-s17 12 (0, 18, 4, 14) 22.096959835292505 gpu 1
Q round1110-s17 13 (16, 5, 4, 30) 23.773882386024063 gpu 0
Q round1110-s17 14 (21, 7, 35, 17) 39.161048705225966 gpu 1
Q round1110-s17 15 (33, 30, 64, 33) 97.26534509018008 gpu 0
ROUND 1110 n 17856 bestJ 10.843484299878748 best (0, 2, 20, 6) eligible 0 update 0 updates_total 77
Q round1111-s17 0 (0, 21, 68, 64) 21.579671297633663 gpu 1
Q round1111-s17 1 (16, 53, 44, 56) 21.643305814117138 gpu 0
Q round1111-s17 2 (16, 53, 20, 65) 21.6893587580864 gpu 1
Q round1111-s17 3 (17, 69, 4, 24) 22.941916100831314 gpu 0
Q round1111-s17 4 (16, 34, 60, 33) 23.165035815634667 gpu 1
Q round1111-s17 5 (16, 34, 4, 39) 23.28212428705409 gpu 0
Q round1111-s17 6 (16, 69, 52, 32) 23.197426169556966 gpu 1
Q round1111-s17 7 (0, 58, 4, 70) 24.382251355574688 gpu 0
Q round1111-s17 8 (0, 50, 68, 14) 23.103710154182963 gpu 1
Q round1111-s17 9 (16, 26, 20, 14) 22.740949298812264 gpu 0
Q round1111-s17 10 (0, 50, 28, 14) 24.544279339293777 gpu 1
Q round1111-s17 11 (16, 45, 20, 8) 23.73804007861796 gpu 0
Q round1111-s17 12 (16, 42, 36, 62) 22.242975574159306 gpu 1
Q round1111-s17 13 (16, 58, 60, 17) 23.086026382380396 gpu 0
Q round1111-s17 14 (61, 42, 56, 47) 45.851779934663476 gpu 1
Q round1111-s17 15 (11, 33, 13, 4) 175.25681775338575 gpu 0
ROUND 1111 n 17872 bestJ 10.843484299878748 best (0, 2, 20, 6) eligible 0 update 0 updates_total 77
Q round1112-s17 0 (0, 21, 60, 33) 22.239738819970327 gpu 1
Q round1112-s17 1 (0, 10, 60, 49) 22.872555785055322 gpu 0
Q round1112-s17 2 (0, 34, 52, 65) 23.683937560131174 gpu 1
Q round1112-s17 3 (16, 42, 36, 41) 21.81081318630476 gpu 0
Q round1112-s17 4 (16, 34, 36, 33) 23.30492799148129 gpu 1
Q round1112-s17 5 (16, 66, 68, 70) 23.44922680721926 gpu 0
Q round1112-s17 6 (0, 42, 60, 70) 24.261843750249643 gpu 1
Q round1112-s17 7 (0, 18, 4, 54) 22.99906777566241 gpu 0
Q round1112-s17 8 (0, 34, 20, 65) 23.61202389445886 gpu 1
Q round1112-s17 9 (16, 42, 44, 22) 23.092461095952267 gpu 0
Q round1112-s17 10 (16, 21, 20, 30) 25.362114349875114 gpu 1
Q round1112-s17 11 (16, 66, 28, 30) 23.40425227885965 gpu 0
Q round1112-s17 12 (16, 58, 44, 70) 23.39122914270618 gpu 1
Q round1112-s17 13 (16, 34, 28, 49) 21.86748756402853 gpu 0
Q round1112-s17 14 (12, 35, 14, 27) 408.9726913595567 gpu 1
Q round1112-s17 15 (45, 55, 15, 53) 70.21560604373082 gpu 0
ROUND 1112 n 17888 bestJ 10.843484299878748 best (0, 2, 20, 6) eligible 0 update 0 updates_total 77
Q round1113-s17 0 (0, 5, 28, 8) 20.423555421400057 gpu 1
Q round1113-s17 1 (16, 58, 12, 39) 21.823535032414494 gpu 0
Q round1113-s17 2 (0, 21, 20, 48) 22.142559297317128 gpu 1
Q round1113-s17 3 (16, 34, 68, 17) 21.914674930433534 gpu 0
Q round1113-s17 4 (16, 21, 20, 38) 22.98374309610046 gpu cache
Q round1113-s17 5 (0, 13, 20, 57) 22.473947428367218 gpu 1
Q round1113-s17 6 (0, 66, 20, 46) 22.71016508682239 gpu 0
Q round1113-s17 7 (0, 42, 68, 30) 23.59368293461549 gpu 1
Q round1113-s17 8 (16, 5, 20, 30) 24.80247293240675 gpu 0
Q round1113-s17 9 (0, 58, 20, 30) 24.51742307478734 gpu 1
Q round1113-s17 10 (16, 58, 4, 14) 23.79871788564879 gpu 0
Q round1113-s17 11 (0, 42, 28, 30) 23.04260348772219 gpu 1
Q round1113-s17 12 (16, 45, 4, 1) 22.63890677062871 gpu 0
Q round1113-s17 13 (16, 21, 4, 38) 22.70976905882581 gpu cache
Q round1113-s17 14 (11, 61, 13, 3) 103.36694362254934 gpu 1
Q round1113-s17 15 (58, 21, 17, 38) 43.74890350635823 gpu 0
ROUND 1113 n 17904 bestJ 10.843484299878748 best (0, 2, 20, 6) eligible 0 update 0 updates_total 77
Q round1114-s17 0 (16, 21, 4, 63) 21.647259569562763 gpu cache
Q round1114-s17 1 (0, 58, 60, 9) 23.434495064604825 gpu 1
Q round1114-s17 2 (0, 29, 68, 33) 21.714580874714706 gpu 0
Q round1114-s17 3 (16, 21, 60, 33) 24.006579313040703 gpu 1
Q round1114-s17 4 (16, 66, 36, 41) 22.533147409021673 gpu 0
Q round1114-s17 5 (0, 42, 60, 38) 23.594004856871507 gpu 1
Q round1114-s17 6 (0, 34, 20, 25) 22.522353841362477 gpu 0
Q round1114-s17 7 (16, 2, 60, 17) 22.661509410394757 gpu 1
Q round1114-s17 8 (16, 50, 44, 22) 24.482744350194036 gpu 0
Q round1114-s17 9 (0, 58, 44, 1) 23.1774916045432 gpu 1
Q round1114-s17 10 (16, 5, 12, 1) 24.193642193454703 gpu 0
Q round1114-s17 11 (0, 42, 20, 22) 23.732948945596426 gpu 1
Q round1114-s17 12 (0, 10, 60, 39) 23.768092791255935 gpu 0
Q round1114-s17 13 (0, 58, 4, 30) 25.02524125397708 gpu 1
Q round1114-s17 14 (35, 20, 19, 21) 100.90179070302194 gpu 0
Q round1114-s17 15 (68, 67, 30, 32) 51.35971538780233 gpu 1
ROUND 1114 n 17920 bestJ 10.843484299878748 best (0, 2, 20, 6) eligible 0 update 0 updates_total 77
Q round1115-s17 0 (16, 45, 4, 64) 21.363357186226864 gpu 0
Q round1115-s17 1 (0, 45, 44, 8) 21.594408941034786 gpu 1
Q round1115-s17 2 (16, 21, 28, 24) 21.354914373389384 gpu 0
Q round1115-s17 3 (16, 34, 20, 39) 23.1994657043092 gpu 1
Q round1115-s17 4 (0, 69, 60, 9) 23.097079288131344 gpu 0
Q round1115-s17 5 (16, 45, 36, 57) 25.40602759934115 gpu 1
Q round1115-s17 6 (16, 5, 12, 8) 23.800840867800954 gpu 0
Q round1115-s17 7 (0, 42, 60, 63) 23.28697472193058 gpu 1
Q round1115-s17 8 (16, 45, 44, 0) 23.057233269542415 gpu 0
Q round1115-s17 9 (0, 50, 36, 38) 22.358141460653904 gpu 1
Q round1115-s17 10 (16, 21, 20, 48) 23.286474779096373 gpu 0
Q round1115-s17 11 (0, 50, 52, 70) 25.02393583859755 gpu 1
Q round1115-s17 12 (16, 45, 28, 32) 23.273099450498936 gpu cache
Q round1115-s17 13 (16, 5, 4, 41) 21.690675662808548 gpu 0
Q round1115-s17 14 (58, 68, 11, 54) 129.6738653952295 gpu 1
Q round1115-s17 15 (36, 17, 45, 46) 60.5754411093365 gpu 0
ROUND 1115 n 17936 bestJ 10.843484299878748 best (0, 2, 20, 6) eligible 0 update 0 updates_total 77
Q round1116-s17 0 (16, 21, 12, 64) 21.928493070713245 gpu 1
Q round1116-s17 1 (0, 5, 52, 8) 21.865999070880207 gpu 0
Q round1116-s17 2 (16, 5, 20, 48) 22.814953320417814 gpu cache
Q round1116-s17 3 (25, 13, 20, 0) 22.13051521514054 gpu 1
Q round1116-s17 4 (0, 5, 36, 25) 25.378189630330816 gpu 0
Q round1116-s17 5 (0, 50, 60, 62) 23.32887448604655 gpu 1
Q round1116-s17 6 (0, 10, 28, 14) 25.959007741999663 gpu 0
Q round1116-s17 7 (0, 50, 20, 6) 23.44167694147465 gpu 1
Q round1116-s17 8 (0, 58, 20, 38) 25.130957900939897 gpu 0
Q round1116-s17 9 (16, 21, 4, 41) 22.612973303146912 gpu 1
Q round1116-s17 10 (16, 50, 36, 41) 22.0738836082703 gpu 0
Q round1116-s17 11 (16, 45, 20, 1) 23.126256509556008 gpu 1
Q round1116-s17 12 (0, 5, 44, 49) 22.833156265702183 gpu 0
Q round1116-s17 13 (16, 42, 60, 41) 22.413395913975396 gpu 1
Q round1116-s17 14 (12, 63, 19, 20) 176.56950362301157 gpu 0
Q round1116-s17 15 (34, 8, 55, 33) 56.99285544063854 gpu 1
ROUND 1116 n 17952 bestJ 10.843484299878748 best (0, 2, 20, 6) eligible 0 update 0 updates_total 77
Q round1117-s17 0 (1, 69, 4, 24) 21.783280214417022 gpu 0
Q round1117-s17 1 (0, 21, 12, 17) 23.363352568017113 gpu 1
Q round1117-s17 2 (16, 13, 52, 9) 22.130275059620363 gpu 0
Q round1117-s17 3 (0, 21, 4, 48) 22.19163436118816 gpu 1
Q round1117-s17 4 (0, 18, 60, 25) 22.18390686434191 gpu 0
Q round1117-s17 5 (0, 69, 4, 62) 23.220864575006647 gpu 1
Q round1117-s17 6 (16, 21, 68, 16) 22.196683159228673 gpu 0
Q round1117-s17 7 (16, 58, 44, 63) 23.019626771506395 gpu 1
Q round1117-s17 8 (16, 66, 12, 63) 24.014716657135537 gpu 0
Q round1117-s17 9 (16, 26, 4, 14) 22.800371763053658 gpu 1
Q round1117-s17 10 (0, 42, 36, 1) 22.6837162089566 gpu 0
Q round1117-s17 11 (16, 45, 12, 41) 23.922655167639373 gpu 1
Q round1117-s17 12 (16, 45, 4, 17) 21.986815584575293 gpu 0
Q round1117-s17 13 (0, 42, 4, 6) 22.542814648198615 gpu 1
Q round1117-s17 14 (0, 2, 18, 49) 77.8876924921096 gpu 0
Q round1117-s17 15 (16, 50, 43, 52) 217.92236741911495 gpu 1
ROUND 1117 n 17968 bestJ 10.843484299878748 best (0, 2, 20, 6) eligible 0 update 0 updates_total 77
Q round1118-s17 0 (16, 53, 68, 65) 24.92942218078724 gpu 0
Q round1118-s17 1 (16, 21, 52, 65) 23.164574530260634 gpu 1
Q round1118-s17 2 (16, 53, 28, 65) 24.744382412914806 gpu 0
Q round1118-s17 3 (16, 21, 52, 25) 23.507255390116068 gpu 1
Q round1118-s17 4 (0, 58, 44, 39) 23.719385585125657 gpu 0
Q round1118-s17 5 (16, 34, 44, 39) 23.21774653351505 gpu 1
Q round1118-s17 6 (16, 13, 12, 65) 24.661368309159922 gpu 0
Q round1118-s17 7 (0, 26, 60, 25) 24.01869267999115 gpu 1
Q round1118-s17 8 (16, 45, 68, 32) 22.78825740065231 gpu cache
Q round1118-s17 9 (0, 18, 44, 70) 22.03569460621182 gpu 0
Q round1118-s17 10 (16, 66, 12, 54) 24.74309549794966 gpu 1
Q round1118-s17 11 (16, 58, 20, 14) 24.123915917742885 gpu 0
Q round1118-s17 12 (0, 26, 4, 54) 22.793298676822257 gpu 1
Q round1118-s17 13 (16, 58, 4, 54) 23.709878991623615 gpu 0
Q round1118-s17 14 (3, 31, 68, 8) 45.31410034219576 gpu 1
Q round1118-s17 15 (7, 21, 30, 1) 66.49212361806192 gpu 0
TRIGGER_UPDATE 1118 17984 ['stagnation', 'eligible_collapse'] {"new_labels_since_update": 256, "evals_since_best": 1381, "recent_n": 128, "recent_spearman": 0.610293444424098, "recent_high_uncertainty_fraction": 0.046875, "sigma_ref_p90": 0.04236190468072894, "eligible_pool": 0, "eligible_floor": 120}
ROUND 1118 n 17984 bestJ 10.843484299878748 best (0, 2, 20, 6) eligible 0 update 1 updates_total 78
Q round1119-s17 0 (16, 21, 60, 56) 23.01703541058744 gpu 1
Q round1119-s17 1 (0, 5, 68, 39) 21.67033481847173 gpu 0
Q round1119-s17 2 (0, 45, 4, 24) 22.738274979418254 gpu 1
Q round1119-s17 3 (16, 45, 12, 39) 22.793104455132625 gpu 0
Q round1119-s17 4 (0, 21, 28, 63) 22.496919452307623 gpu 1
Q round1119-s17 5 (0, 45, 4, 16) 22.596468737742214 gpu 0
Q round1119-s17 6 (38, 45, 28, 16) 21.754924319761283 gpu cache
Q round1119-s17 7 (16, 45, 28, 38) 22.878301933280966 gpu cache
Q round1119-s17 8 (16, 58, 4, 41) 23.86674033259867 gpu 1
Q round1119-s17 9 (16, 42, 52, 22) 22.91769838329095 gpu 0
Q round1119-s17 10 (0, 5, 52, 62) 24.337016347004095 gpu cache
Q round1119-s17 11 (16, 29, 20, 25) 22.061612281546882 gpu 1
Q round1119-s17 12 (16, 21, 52, 41) 24.563110226585255 gpu 0
Q round1119-s17 13 (16, 58, 20, 41) 24.087080021460302 gpu 1
Q round1119-s17 14 (15, 25, 43, 18) 98.72439679468933 gpu 0
Q round1119-s17 15 (21, 1, 55, 22) 75.58676216414733 gpu 1
ROUND 1119 n 18000 bestJ 10.843484299878748 best (0, 2, 20, 6) eligible 0 update 0 updates_total 78
Q round1120-s17 0 (0, 45, 52, 56) 21.998152251409817 gpu cache
Q round1120-s17 1 (0, 21, 60, 25) 22.449309065610688 gpu 0
Q round1120-s17 2 (16, 58, 68, 39) 22.991938773298134 gpu 1
Q round1120-s17 3 (0, 69, 44, 32) 23.097967633692292 gpu cache
Q round1120-s17 4 (0, 21, 12, 24) 24.015746631460622 gpu 0
Q round1120-s17 5 (16, 45, 44, 48) 22.932813763498192 gpu 1
Q round1120-s17 6 (0, 5, 28, 24) 23.38987145547274 gpu 0
Q round1120-s17 7 (0, 34, 52, 9) 24.09412745271199 gpu 1
Q round1120-s17 8 (0, 2, 12, 6) 22.538055641944293 gpu 0
Q round1120-s17 9 (16, 26, 20, 54) 23.318252279571762 gpu 1
Q round1120-s17 10 (16, 34, 28, 17) 22.612267899113025 gpu 0
Q round1120-s17 11 (16, 58, 60, 33) 24.34376706914746 gpu 1
Q round1120-s17 12 (16, 58, 28, 63) 22.066552126236747 gpu 0
Q round1120-s17 13 (16, 45, 68, 38) 24.283733134990108 gpu cache
Q round1120-s17 14 (9, 69, 66, 58) 295.69421185412807 gpu 1
Q round1120-s17 15 (52, 59, 42, 33) 95.10347554309664 gpu 0
ROUND 1120 n 18016 bestJ 10.843484299878748 best (0, 2, 20, 6) eligible 0 update 0 updates_total 78
Q round1121-s17 0 (0, 45, 20, 24) 23.11750710066709 gpu 1
Q round1121-s17 1 (16, 21, 28, 16) 22.580338906531104 gpu 0
Q round1121-s17 2 (0, 45, 20, 0) 22.230425563097477 gpu 1
Q round1121-s17 3 (0, 45, 12, 25) 22.67146112558458 gpu 0
Q round1121-s17 4 (16, 21, 28, 48) 23.63526932004388 gpu 1
Q round1121-s17 5 (0, 21, 68, 24) 23.484038863100917 gpu 0
Q round1121-s17 6 (16, 69, 4, 41) 23.270878734338552 gpu 1
Q round1121-s17 7 (0, 13, 28, 32) 23.278052598570174 gpu 0
Q round1121-s17 8 (16, 2, 52, 46) 22.26197076124169 gpu 1
Q round1121-s17 9 (16, 2, 44, 54) 21.42603594457543 gpu 0
Q round1121-s17 10 (0, 69, 20, 62) 23.702269284465697 gpu 1
Q round1121-s17 11 (16, 26, 36, 25) 24.168956145172302 gpu 0
Q round1121-s17 12 (16, 5, 20, 41) 21.714673539474987 gpu 1
Q round1121-s17 13 (16, 26, 44, 30) 24.24421642605695 gpu 0
Q round1121-s17 14 (32, 0, 19, 31) 43.01570716033388 gpu 1
Q round1121-s17 15 (67, 34, 1, 40) 53.17405561960608 gpu 0
ROUND 1121 n 18032 bestJ 10.843484299878748 best (0, 2, 20, 6) eligible 0 update 0 updates_total 78
